Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,163.750000,164.250000,160.559998,162.080002,158.431183,29468500
2017-09-06,162.710007,162.990005,160.520004,161.910004,158.265030,21651700
2017-09-07,162.089996,162.240005,160.360001,161.259995,157.629654,21928500
2017-09-08,160.860001,161.149994,158.529999,158.630005,155.058868,28611500
2017-09-11,160.500000,162.050003,159.889999,161.500000,157.864258,31580800
2017-09-12,162.610001,163.960007,158.770004,160.860001,157.238647,71714000
2017-09-13,159.869995,159.960007,157.910004,159.649994,156.055878,44907400
2017-09-14,158.990005,159.399994,158.089996,158.279999,154.716736,23760700
2017-09-15,158.470001,160.970001,158.000000,159.880005,156.280716,49114600
2017-09-18,160.110001,160.500000,158.000000,158.669998,155.097946,28269400
2017-09-19,159.509995,159.770004,158.440002,158.729996,155.156601,20810600
2017-09-20,157.899994,158.259995,153.830002,156.070007,152.556503,52951400
2017-09-21,155.800003,155.800003,152.750000,153.389999,149.936829,37511700
2017-09-22,151.539993,152.270004,150.559998,151.889999,148.470596,46645400
2017-09-25,149.990005,151.830002,149.160004,150.550003,147.160751,44387300
2017-09-26,151.779999,153.919998,151.690002,153.139999,149.692444,36660000
2017-09-27,153.800003,154.720001,153.539993,154.229996,150.757935,25504200
2017-09-28,153.889999,154.279999,152.699997,153.279999,149.829315,22005500
2017-09-29,153.210007,154.130005,152.000000,154.119995,150.650375,26299800
2017-10-02,154.259995,154.449997,152.720001,153.809998,150.347382,18698800
2017-10-03,154.009995,155.089996,153.910004,154.479996,151.002274,16230300
2017-10-04,153.630005,153.860001,152.460007,153.479996,150.024796,20163800
2017-10-05,154.179993,155.440002,154.050003,155.389999,151.891785,21283800
2017-10-06,154.970001,155.490005,154.559998,155.300003,151.803818,17407600
2017-10-09,155.809998,156.729996,155.490005,155.839996,152.331665,16262900
2017-10-10,156.059998,158.000000,155.100006,155.899994,152.390305,15617000
2017-10-11,155.970001,156.979996,155.750000,156.550003,153.025696,16905600
2017-10-12,156.350006,157.369995,155.729996,156.000000,152.488052,16125100
2017-10-13,156.729996,157.279999,156.410004,156.990005,153.455765,16394200
2017-10-16,157.899994,160.000000,157.649994,159.880005,156.280716,24121500
2017-10-17,159.779999,160.869995,159.229996,160.470001,156.857437,18997300
2017-10-18,160.419998,160.710007,159.600006,159.759995,156.163422,16374200
2017-10-19,156.750000,157.080002,155.020004,155.979996,152.468521,42584200
2017-10-20,156.610001,157.750000,155.960007,156.250000,152.732422,23974100
2017-10-23,156.889999,157.690002,155.500000,156.169998,152.654221,21984300
2017-10-24,156.289993,157.419998,156.199997,157.100006,153.563309,17757200
2017-10-25,156.910004,157.550003,155.270004,156.410004,152.888840,21207100
2017-10-26,157.229996,157.830002,156.779999,157.410004,153.866302,17000500
2017-10-27,159.289993,163.600006,158.699997,163.050003,159.379364,44454200
2017-10-30,163.889999,168.070007,163.720001,166.720001,162.966751,44700800
2017-10-31,167.899994,169.649994,166.940002,169.039993,165.234512,36046800
2017-11-01,169.869995,169.940002,165.610001,166.889999,163.132919,33637800
2017-11-02,166.600006,168.500000,165.279999,168.110001,164.325455,41393400
2017-11-03,174.000000,174.259995,171.119995,172.500000,168.616608,59398600
2017-11-06,172.369995,174.990005,171.720001,174.250000,170.327209,34319500
2017-11-07,173.910004,175.250000,173.600006,174.809998,170.874619,24361500
2017-11-08,174.660004,176.240005,174.330002,176.240005,172.272415,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,171.920532,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,171.351532,25145500
2017-11-13,173.500000,174.500000,173.399994,173.970001,170.664841,16982100
2017-11-14,173.039993,173.479996,171.179993,171.339996,168.084793,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,165.867737,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,167.849380,23637500
2017-11-17,171.039993,171.389999,169.639999,170.149994,166.917419,21899500
2017-11-20,170.289993,170.559998,169.559998,169.979996,166.750641,16262400
2017-11-21,170.779999,173.699997,170.779999,173.139999,169.850601,25131300
2017-11-22,173.360001,175.000000,173.050003,174.960007,171.636032,25588900
2017-11-24,175.100006,175.500000,174.649994,174.970001,171.645859,14026700
2017-11-27,175.050003,175.080002,173.339996,174.089996,170.782547,20716800
2017-11-28,174.300003,174.869995,171.860001,173.070007,169.781952,26428800
2017-11-29,172.630005,172.919998,167.160004,169.479996,166.260147,41666400
2017-11-30,170.429993,172.139999,168.440002,171.850006,168.585114,41527200
2017-12-01,169.949997,171.669998,168.500000,171.050003,167.800308,39759300
2017-12-04,172.479996,172.619995,169.630005,169.800003,166.574081,32542400
2017-12-05,169.059998,171.520004,168.399994,169.639999,166.417099,27350200
2017-12-06,167.500000,170.199997,166.460007,169.009995,165.799088,28560000
2017-12-07,169.029999,170.440002,168.910004,169.320007,166.103195,25673300
2017-12-08,170.490005,171.000000,168.820007,169.369995,166.152222,23355200
2017-12-11,169.199997,172.889999,168.789993,172.669998,169.389542,35273800
2017-12-12,172.149994,172.389999,171.460007,171.699997,168.437973,19409200
2017-12-13,172.500000,173.539993,172.000000,172.270004,168.997131,23818400
2017-12-14,172.399994,173.130005,171.649994,172.220001,168.948074,20476500
2017-12-15,173.630005,174.169998,172.460007,173.970001,170.664841,40169300
2017-12-18,174.880005,177.199997,174.860001,176.419998,173.068283,29421100
2017-12-19,175.029999,175.389999,174.089996,174.539993,171.224014,27436400
2017-12-20,174.869995,175.419998,173.250000,174.350006,171.037628,23475600
2017-12-21,174.169998,176.020004,174.100006,175.009995,171.685074,20949900
2017-12-22,174.679993,175.419998,174.500000,175.009995,171.685074,16114600
2017-12-26,170.800003,171.470001,169.679993,170.570007,167.329453,33185500
2017-12-27,170.100006,170.779999,169.710007,170.600006,167.358871,21498200
2017-12-28,171.000000,171.850006,170.479996,171.080002,167.829758,16480200
2017-12-29,170.520004,170.589996,169.220001,169.229996,166.014908,25884400
2018-01-02,170.160004,172.300003,169.259995,172.259995,168.987320,25555900
2018-01-03,172.529999,174.550003,171.960007,172.229996,168.957886,29517900
2018-01-04,172.539993,173.470001,172.080002,173.029999,169.742706,22434600
2018-01-05,173.440002,175.369995,173.050003,175.000000,171.675278,23660000
2018-01-08,174.350006,175.610001,173.929993,174.350006,171.037628,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,171.018005,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,170.978760,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,171.949951,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,173.725571,25226000
2018-01-16,177.899994,179.389999,176.139999,176.190002,172.842682,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,175.697388,34386800
2018-01-18,179.369995,180.100006,178.250000,179.259995,175.854340,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,175.069550,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,173.637283,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,173.676514,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,170.910080,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,167.859161,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,168.251556,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,164.769012,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,163.797836,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,164.249084,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,164.592438,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,157.450745,86593800
