Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,1413.300049,1414.550049,1394.510010,1399.660034,1399.660034,34902600
2017-09-06,1400.010010,1406.020020,1399.270020,1402.199951,1402.199951,33744100
2017-09-07,1402.459961,1404.310059,1393.880005,1398.670044,1398.670044,33539300
2017-09-08,1398.189941,1403.530029,1394.430054,1399.430054,1399.430054,33024900
2017-09-11,1400.560059,1415.750000,1400.560059,1414.829956,1414.829956,32917600
2017-09-12,1415.339966,1423.930054,1415.180054,1423.459961,1423.459961,32309200
2017-09-13,1423.300049,1428.739990,1421.880005,1426.890015,1426.890015,33680500
2017-09-14,1426.569946,1427.920044,1421.630005,1425.020020,1425.020020,34144600
2017-09-15,1425.349976,1431.989990,1422.250000,1431.709961,1431.709961,48531700
2017-09-18,1431.750000,1444.270020,1431.750000,1441.079956,1441.079956,31943000
2017-09-19,1441.189941,1442.579956,1438.290039,1440.400024,1440.400024,32491000
2017-09-20,1440.479980,1446.479980,1440.000000,1445.420044,1445.420044,35300100
2017-09-21,1445.199951,1448.839966,1441.689941,1444.180054,1444.180054,29308600
2017-09-22,1443.469971,1451.510010,1441.859985,1450.780029,1450.780029,28659600
2017-09-25,1450.630005,1455.219971,1445.020020,1451.959961,1451.959961,32978900
2017-09-26,1452.250000,1460.949951,1452.250000,1456.859985,1456.859985,30431100
2017-09-27,1457.270020,1487.949951,1457.270020,1484.810059,1484.810059,34560300
2017-09-28,1484.800049,1489.349976,1478.199951,1488.790039,1488.790039,31686200
2017-09-29,1488.800049,1493.560059,1488.800049,1490.859985,1490.859985,32119200
2017-10-02,1491.050049,1509.479980,1491.050049,1509.469971,1509.469971,31997300
2017-10-03,1509.939941,1512.260010,1503.520020,1511.969971,1511.969971,30688500
2017-10-04,1512.000000,1514.770020,1505.069946,1507.760010,1507.760010,30171200
2017-10-05,1508.339966,1514.939941,1508.339966,1512.089966,1512.089966,30451200
2017-10-06,1511.410034,1511.410034,1506.410034,1510.219971,1510.219971,28845700
2017-10-09,1510.410034,1513.300049,1501.770020,1503.560059,1503.560059,24839700
2017-10-10,1504.109985,1511.329956,1503.920044,1508.010010,1508.010010,29605000
2017-10-11,1507.910034,1510.619995,1505.140015,1506.920044,1506.920044,29760900
2017-10-12,1506.459961,1508.430054,1501.140015,1505.160034,1505.160034,31515100
2017-10-13,1505.459961,1508.219971,1502.229980,1502.660034,1502.660034,31494400
2017-10-16,1502.969971,1511.290039,1499.640015,1502.680054,1502.680054,29160200
2017-10-17,1502.530029,1505.800049,1495.900024,1497.500000,1497.500000,28893900
2017-10-18,1497.979980,1507.839966,1497.979980,1505.140015,1505.140015,29980900
2017-10-19,1502.969971,1505.140015,1491.380005,1502.040039,1502.040039,29907100
2017-10-20,1504.719971,1512.750000,1504.719971,1509.250000,1509.250000,33846500
2017-10-23,1509.670044,1511.479980,1497.339966,1497.489990,1497.489990,32117100
2017-10-24,1498.189941,1505.569946,1498.189941,1500.420044,1500.420044,34273300
2017-10-25,1500.250000,1500.420044,1482.530029,1493.479980,1493.479980,38745100
2017-10-26,1494.109985,1501.359985,1494.109985,1497.459961,1497.459961,38690500
2017-10-27,1497.540039,1508.319946,1493.489990,1508.319946,1508.319946,38871100
2017-10-30,1507.479980,1507.479980,1484.819946,1490.900024,1490.900024,36588700
2017-10-31,1491.439941,1506.780029,1491.439941,1502.530029,1502.530029,38272300
2017-11-01,1504.540039,1512.400024,1485.130005,1492.780029,1492.780029,38131800
2017-11-02,1492.900024,1499.939941,1487.729980,1496.550049,1496.550049,40482700
2017-11-03,1496.319946,1497.140015,1490.660034,1494.910034,1494.910034,35677100
