Date,Open,High,Low,Close,Adj Close,Volume
2017-09-04,null,null,null,null,null,null
2017-09-05,4377.000000,4377.000000,4257.000000,4310.000000,4256.869629,5739100
2017-09-06,4250.000000,4322.000000,4242.000000,4283.000000,4230.202637,4060200
2017-09-07,4283.000000,4292.000000,4243.000000,4258.000000,4205.510742,4372300
2017-09-08,4296.000000,4345.000000,4275.000000,4298.000000,4245.018066,7336600
2017-09-11,4365.000000,4475.000000,4362.000000,4470.000000,4414.897949,8579900
2017-09-12,4460.000000,4470.000000,4384.000000,4418.000000,4363.538574,7287800
2017-09-13,4432.000000,4438.000000,4378.000000,4381.000000,4326.995117,4514300
2017-09-14,4350.000000,4350.000000,4221.000000,4230.000000,4177.856445,11323600
2017-09-15,4200.000000,4254.000000,4196.000000,4241.000000,4188.720703,7992600
2017-09-18,4241.000000,4241.000000,4241.000000,4241.000000,4188.720703,0
2017-09-19,4311.000000,4318.000000,4275.000000,4294.000000,4241.067383,6725100
2017-09-20,4200.000000,4248.000000,4188.000000,4243.000000,4190.695801,8675100
2017-09-21,4250.000000,4256.000000,4188.000000,4193.000000,4141.312500,7044200
2017-09-22,4220.000000,4220.000000,4149.000000,4174.000000,4122.546387,5163000
2017-09-25,4200.000000,4206.000000,4175.000000,4184.000000,4132.423340,4368600
2017-09-26,4114.000000,4124.000000,4086.000000,4099.000000,4048.471436,7122000
2017-09-27,4100.000000,4101.000000,4067.000000,4074.000000,4036.087402,5238400
2017-09-28,4116.000000,4122.000000,4089.000000,4120.000000,4081.659424,5552600
2017-09-29,4150.000000,4196.000000,4145.000000,4186.000000,4147.045410,6521400
2017-10-02,4190.000000,4195.000000,4164.000000,4184.000000,4145.063965,3399400
2017-10-03,4220.000000,4253.000000,4197.000000,4219.000000,4179.738281,5188100
2017-10-04,4231.000000,4232.000000,4197.000000,4217.000000,4177.756836,4128500
2017-10-05,4200.000000,4212.000000,4124.000000,4139.000000,4100.482910,8033300
2017-10-06,4150.000000,4184.000000,4147.000000,4151.000000,4112.371094,5605600
2017-10-09,4151.000000,4151.000000,4151.000000,4151.000000,4112.371094,0
2017-10-10,4151.000000,4152.000000,4095.000000,4124.000000,4085.622314,6155500
2017-10-11,4080.000000,4100.000000,4039.000000,4100.000000,4061.845459,8131600
2017-10-12,4100.000000,4105.000000,4049.000000,4062.000000,4024.199219,7832300
2017-10-13,4070.000000,4127.000000,4040.000000,4113.000000,4074.724854,9497500
2017-10-16,4140.000000,4177.000000,4134.000000,4160.000000,4121.287109,6841000
2017-10-17,4176.000000,4187.000000,4125.000000,4154.000000,4115.342773,5817100
2017-10-18,4171.000000,4240.000000,4169.000000,4226.000000,4186.673340,7383000
2017-10-19,4250.000000,4265.000000,4216.000000,4225.000000,4185.682129,5642600
2017-10-20,4215.000000,4242.000000,4198.000000,4237.000000,4197.570313,4487900
2017-10-23,4290.000000,4298.000000,4268.000000,4277.000000,4237.198730,5888200
2017-10-24,4260.000000,4281.000000,4243.000000,4279.000000,4239.179688,4164400
2017-10-25,4296.000000,4297.000000,4227.000000,4240.000000,4200.542969,5272700
2017-10-26,4240.000000,4277.000000,4231.000000,4270.000000,4230.263672,4568100
2017-10-27,4300.000000,4317.000000,4260.000000,4279.000000,4239.179688,8240300
2017-10-30,4310.000000,4352.000000,4284.000000,4310.000000,4269.891113,10217100
2017-10-31,4359.000000,4428.000000,4343.000000,4413.000000,4371.932617,10906800
2017-11-01,4900.000000,4959.000000,4812.000000,4918.000000,4872.233398,40679500
2017-11-02,4967.000000,5092.000000,4963.000000,5054.000000,5006.967773,21338200
2017-11-03,5054.000000,5054.000000,5054.000000,5054.000000,5006.967773,0
2017-11-06,5100.000000,5249.000000,5099.000000,5222.000000,5173.404785,21047400
2017-11-07,5228.000000,5328.000000,5216.000000,5261.000000,5212.041504,17264500
2017-11-08,5266.000000,5485.000000,5239.000000,5410.000000,5359.654297,19297100
2017-11-09,5470.000000,5470.000000,5173.000000,5226.000000,5177.366699,27120400
2017-11-10,5126.000000,5285.000000,5121.000000,5252.000000,5203.125000,15703400
2017-11-13,5276.000000,5284.000000,5184.000000,5197.000000,5148.636719,8165800
2017-11-14,5178.000000,5264.000000,5122.000000,5224.000000,5175.385254,12265800
2017-11-15,5184.000000,5222.000000,5024.000000,5095.000000,5047.586426,14114900
2017-11-16,5064.000000,5212.000000,5032.000000,5177.000000,5128.822754,11622600
2017-11-17,5299.000000,5370.000000,5193.000000,5215.000000,5166.469727,14556500
2017-11-20,5171.000000,5258.000000,5160.000000,5248.000000,5199.162109,6153300
2017-11-21,5272.000000,5282.000000,5213.000000,5217.000000,5168.451172,7354700
2017-11-22,5294.000000,5351.000000,5257.000000,5287.000000,5237.799805,9134000
2017-11-23,5287.000000,5287.000000,5287.000000,5287.000000,5237.799805,0
2017-11-24,5298.000000,5358.000000,5277.000000,5323.000000,5273.464355,7823400
2017-11-27,5360.000000,5441.000000,5350.000000,5363.000000,5313.092285,10127900
2017-11-28,5342.000000,5377.000000,5297.000000,5332.000000,5282.380371,6442200
2017-11-29,5415.000000,5415.000000,5306.000000,5322.000000,5272.473633,6397800
2017-11-30,5297.000000,5300.000000,5184.000000,5201.000000,5152.600098,11198800
2017-12-01,5240.000000,5244.000000,5093.000000,5151.000000,5103.064941,12527800
2017-12-04,5157.000000,5250.000000,5114.000000,5225.000000,5176.376465,7657400
2017-12-05,5140.000000,5200.000000,5133.000000,5186.000000,5137.739746,6425300
2017-12-06,5145.000000,5168.000000,5017.000000,5027.000000,4980.218750,8881300
2017-12-07,5076.000000,5121.000000,5024.000000,5119.000000,5071.362793,7576300
2017-12-08,5105.000000,5172.000000,5105.000000,5159.000000,5110.990723,7606000
2017-12-11,5190.000000,5191.000000,5048.000000,5065.000000,5017.865234,8667400
2017-12-12,5047.000000,5102.000000,5028.000000,5044.000000,4997.060547,7163900
2017-12-13,5033.000000,5063.000000,5003.000000,5033.000000,4986.163086,5473200
2017-12-14,5001.000000,5041.000000,4996.000000,5016.000000,4969.320801,5970400
2017-12-15,4996.000000,5051.000000,4976.000000,5006.000000,4959.414063,7420900
2017-12-18,5068.000000,5163.000000,5067.000000,5161.000000,5112.971680,7103000
2017-12-19,5150.000000,5156.000000,5110.000000,5116.000000,5068.391113,4931600
2017-12-20,5135.000000,5138.000000,5089.000000,5125.000000,5077.307129,3576900
2017-12-21,5097.000000,5166.000000,5084.000000,5156.000000,5108.018066,4437700
2017-12-22,5129.000000,5192.000000,5129.000000,5192.000000,5143.683105,4419000
2017-12-25,5199.000000,5266.000000,5181.000000,5191.000000,5142.692871,4324600
2017-12-26,5209.000000,5213.000000,5137.000000,5146.000000,5098.111328,3132700
2017-12-27,5121.000000,5157.000000,5111.000000,5120.000000,5072.353027,3386300
2017-12-28,5125.000000,5138.000000,5078.000000,5092.000000,5044.613770,3248200
2017-12-29,5115.000000,5126.000000,5080.000000,5083.000000,5035.697754,3044400
2018-01-01,5083.000000,5083.000000,5083.000000,5083.000000,5035.697754,0
2018-01-02,5083.000000,5083.000000,5083.000000,5083.000000,5035.697754,0
2018-01-03,5083.000000,5083.000000,5083.000000,5083.000000,5035.697754,0
2018-01-04,5250.000000,5280.000000,5214.000000,5279.000000,5229.874023,8738400
