Date,Open,High,Low,Close,Adj Close,Volume
2018-07-08,16.600000,21.799999,16.000000,21.450001,21.450001,1867633703
2018-07-15,19.940001,22.200001,19.400000,19.879999,19.879999,717172673
2018-07-22,19.879999,19.980000,18.120001,19.040001,19.040001,377557555
2018-07-29,18.860001,18.920000,16.900000,17.000000,17.000000,312915802
2018-08-05,17.200001,18.600000,17.020000,18.160000,18.160000,270922234
2018-08-12,17.980000,18.059999,15.520000,16.360001,16.360001,267114478
2018-08-19,16.600000,18.959999,16.280001,17.040001,17.040001,310680565
2018-08-26,17.340000,17.620001,16.620001,16.799999,16.799999,114967688
2018-09-02,16.799999,16.940001,16.360001,16.500000,16.500000,93790272
2018-09-09,16.500000,16.559999,15.840000,16.120001,16.120001,49470025
